order_id,customer_id,customer_name,customer_email,age,gender,country,order_date,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,payment_method,shipping_method,order_status,rating,month,is_discounted,order_month,order_dayofweek,revenue_per_unit,is_returned,is_cancelled,year,quarter,week_of_year,is_weekend,days_since_start,month_sin,month_cos,day_sin,day_cos,category_enc,gender_enc,country_enc,payment_method_enc,shipping_method_enc
ORD-00317,CUST-0282,Ana Clements,Unknown,-0.3652606513937003,Male,Spain,2023-03-05,PRD-8117,Cookware Set,Home & Kitchen,0.038028005566683086,0.07683692249386011,-0.45603814612522386,0.11599700231089304,Paypal,Express,Processing,,2023-03,1,-1.0127795442763157,1.5321018657164545,246.78149999999997,0,0,2023.0,1.0,9,1,428.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,3,1,6,4,0
ORD-00031,CUST-0215,Vickie Fitzgerald,rsolomon@example.com,-0.67023753816829,Male,Argentina,2023-07-04,PRD-3710,Protein Powder,Sports,-1.3704166450512134,-0.4694382379640714,-0.9887929897294574,-0.501401216932996,Paypal,Free Shipping,Delivered,4.0,2023-07,0,0.12978181127882277,-0.9544641894239961,66.49,0,0,2023.0,3.0,27,0,549.0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,4,1,0,4,1
ORD-00969,CUST-0360,Cindy Vargas,keith59@example.org,0.7784026740110113,Male,Canada,2023-05-24,PRD-7809,SQL Mastery,Books,0.7422503308756314,-0.5841876766778134,0.07671669747900971,-0.4769253456152542,Debit Card,Express,Delivered,,2023-05,1,-0.4414988664987464,-0.45715097839590596,23.301,0,0,2023.0,2.0,21,0,508.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,2,3,0
ORD-00307,CUST-0275,Barbara Richards,Unknown,-0.136527986312758,Male,Colombia,2022-05-24,PRD-2638,Machine Learning Guide,Books,-1.3704166450512134,-0.5567156435670356,1.1422263846874767,-0.5362193670346963,Credit Card,Overnight,Delivered,4.0,2022-05,1,-0.4414988664987464,-0.9544641894239961,28.488,0,0,2022.0,2.0,21,0,143.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,3,2,2
ORD-00937,CUST-0369,Lisa Kirk,eric27@example.org,-0.136527986312758,Male,Germany,2022-06-21,PRD-9229,Headphones,Electronics,0.038028005566683086,3.024936541546319,0.07671669747900971,2.660657983154866,Paypal,Unknown,Shipped,4.0,2022-06,1,-0.15585852760996183,-0.9544641894239961,1172.565,0,0,2022.0,2.0,25,0,171.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,2,1,4,4,4
ORD-00579,CUST-0187,Michelle Lee,savannahperez@example.org,0.3209373438491266,Male,Mexico,2023-10-10,PRD-2638,Machine Learning Guide,Books,-0.6661943197422652,2.0157759756655467,1.6749812282917105,0.737511554850771,Credit Card,Free Shipping,Cancelled,,2023-10,1,0.9867028279451765,-0.9544641894239961,709.3458700319698,0,1,2023.0,4.0,41,0,647.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,1,5,2,1
ORD-00340,CUST-0217,Christopher Lambert,Unknown,1.617089112641133,Male,Germany,2023-12-25,PRD-2122,Coffee Maker,Home & Kitchen,1.4464726561845795,0.10849194007006488,-0.9887929897294574,0.6790185468959269,Credit Card,Standard,Processing,,2023-12,0,1.5579835057227458,-1.4517774004520863,270.96999999999997,0,0,2023.0,4.0,52,0,723.0,-2.4492935982947064e-16,1.0,0.0,1.0,3,1,4,2,3
ORD-00480,CUST-0019,Kelly Humphrey,Unknown,0.7021584523173637,Female,Mexico,2022-12-24,PRD-9948,Jacket,Clothing,-1.3704166450512134,-0.32009438718490596,-0.9887929897294574,-0.4529882110024174,Cash On Delivery,Free Shipping,Delivered,,2022-12,0,1.5579835057227458,1.0347886546883645,119.33,0,0,2022.0,4.0,51,1,357.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,1,0,5,1,1
ORD-00678,CUST-0026,Christopher Davis,austinallen@example.com,0.5496700089300689,Female,Mexico,2023-09-25,PRD-3568,Dress,Clothing,0.038028005566683086,-0.41299621108935664,0.6094715410832433,-0.36031908422655595,Cash On Delivery,Express,Delivered,,2023-09,1,0.7010624890563919,-1.4517774004520863,73.491,0,0,2023.0,3.0,39,0,632.0,-1.0,-1.8369701987210297e-16,0.0,1.0,1,0,5,1,0
ORD-00608,CUST-0292,Zachary Roberts,Unknown,-0.06028376461911057,Other,Germany,2023-09-23,PRD-9948,Jacket,Clothing,1.4464726561845795,-0.5896990413450989,0.07671669747900971,-0.4636163500787745,Debit Card,Express,Delivered,,2023-09,1,0.7010624890563919,1.0347886546883645,21.546,0,0,2023.0,3.0,38,1,630.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,2,4,3,0
ORD-00372,CUST-0346,Jessica Middleton,josephwilson@example.net,-1.4326797551047643,Other,Canada,2022-12-08,PRD-9512,Smartwatch,Electronics,0.038028005566683086,2.7511206395121492,-0.9887929897294574,2.7524768588046187,Cash On Delivery,Free Shipping,Cancelled,5.0,2022-12,0,1.5579835057227458,0.04016223263218417,1205.97,0,1,2022.0,4.0,49,0,341.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,2,2,2,1,1
ORD-00469,CUST-0227,Robert Park,adamfarmer@example.com,0.015960457074536867,Female,Brazil,2023-12-06,PRD-3484,Hoodie,Clothing,1.4464726561845795,-0.5741541666424984,-0.9887929897294574,-0.42745319065258336,Cash On Delivery,Express,Cancelled,4.0,2023-12,0,1.5579835057227458,-0.45715097839590596,29.440000000000005,0,1,2023.0,4.0,49,0,704.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,1,0,1,1,0
ORD-00276,CUST-0068,Derek Neal,vargasdavid@example.com,0.015960457074536867,Other,USA,2022-11-22,PRD-1055,Laptop,Electronics,-0.6661943197422652,1.6904797068494424,1.6749812282917105,0.5793339321107841,Debit Card,Free Shipping,Cancelled,3.0,2022-11,1,1.272343166833961,-0.9544641894239961,623.0250000000001,0,1,2022.0,4.0,47,0,325.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,2,2,7,3,1
ORD-01048,CUST-0311,Christopher Cain,seanmitchell@example.org,-1.0514586466365272,Female,Canada,2023-06-07,PRD-4145,Python for Beginners,Books,1.4464726561845795,-0.6057526574016028,1.1422263846874767,-0.4953999832303978,Credit Card,Standard,Delivered,5.0,2023-06,1,-0.15585852760996183,-0.45715097839590596,14.608,0,0,2023.0,2.0,23,0,522.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,0,2,2,3
ORD-00933,CUST-0265,Amanda Carpenter,carlos65@example.net,0.3209373438491266,Male,Argentina,2022-02-08,PRD-2758,Tablet,Electronics,-0.6661943197422652,1.9387737509627974,0.07671669747900971,0.952546533090381,Paypal,Overnight,Delivered,3.0,2022-02,1,-1.2984198831651002,-0.9544641894239961,826.695,0,0,2022.0,1.0,6,0,38.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2,1,0,4,2
ORD-00702,CUST-0133,Elaine Mccarthy,lrussell@example.org,-1.5089239767984117,Male,Germany,2022-11-28,PRD-4411,Blender,Home & Kitchen,0.038028005566683086,-0.28685661872989104,-0.9887929897294574,-0.20199920940092775,Debit Card,Overnight,Processing,2.0,2022-11,0,1.272343166833961,-1.4517774004520863,131.09,0,0,2022.0,4.0,48,0,331.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,3,1,4,3,2
ORD-00487,CUST-0022,Rebecca Moreno,Unknown,0.015960457074536867,Male,Argentina,2023-05-28,PRD-7809,SQL Mastery,Books,0.038028005566683086,-0.5924123285659165,1.1422263846874767,-0.5117893066612491,Debit Card,Standard,Processing,,2023-05,1,-0.4414988664987464,1.5321018657164545,18.384,0,0,2023.0,2.0,21,1,512.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1,0,3,3
ORD-01173,CUST-0211,Samantha Wilson,asims@example.net,1.0071353390919535,Male,Colombia,2023-08-13,PRD-1566,Yoga Mat,Sports,-1.3704166450512134,-0.26288924827933613,-0.9887929897294574,-0.43444394075194587,Cash On Delivery,Express,Delivered,5.0,2023-08,0,0.41542215016760736,1.5321018657164545,139.57,0,0,2023.0,3.0,32,1,589.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,4,1,3,1,0
ORD-01390,CUST-0347,Tyler Lopez,rwilliams@example.org,-0.5939933164746426,Male,Spain,2022-01-23,PRD-3710,Protein Powder,Sports,0.7422503308756314,-0.4937165059086784,0.07671669747900971,-0.37134394608050475,Paypal,Free Shipping,Delivered,,2022-01,1,-1.5840602220538849,1.5321018657164545,52.11,0,0,2022.0,1.0,3,1,22.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,4,1,6,4,1
ORD-00840,CUST-0311,Elijah Lopez,jessica94@example.org,1.083379560785601,Other,Canada,2022-11-19,PRD-2122,Coffee Maker,Home & Kitchen,0.7422503308756314,3.4496499339276587,-0.45603814612522386,4.496907097235253,Credit Card,Unknown,Delivered,,2022-11,1,1.272343166833961,1.0347886546883645,1380.463715,0,0,2022.0,4.0,46,1,322.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,3,2,2,2,4
ORD-01363,CUST-0126,Antonio Beard,robert97@example.net,1.1596237824792484,Male,USA,2023-02-15,PRD-3639,Sneakers,Clothing,-1.3704166450512134,-0.6133272508930516,1.1422263846874767,-0.5509008584622435,Paypal,Free Shipping,Delivered,3.0,2023-02,1,-1.2984198831651002,-0.45715097839590596,12.464,0,0,2023.0,1.0,7,0,410.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,1,7,4,1
ORD-00100,CUST-0084,Raymond Gaines,grosario@example.com,-0.5939933164746426,Other,Colombia,2023-03-07,PRD-1122,Bicycle Helmet,Sports,-1.3704166450512134,-0.5075090492811676,0.07671669747900971,-0.5186004778589768,Cash On Delivery,Unknown,Shipped,2.0,2023-03,1,-1.0127795442763157,-0.9544641894239961,47.718,0,0,2023.0,1.0,10,0,430.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,4,2,3,1,4
ORD-00847,CUST-0056,James Mckee,roberttodd@example.net,-1.5089239767984117,Male,Germany,2022-06-21,PRD-8929,Running Shoes,Sports,0.7422503308756314,-0.38888752359605067,-0.45603814612522386,-0.23160040916635422,Credit Card,Express,Processing,5.0,2022-06,1,-0.15585852760996183,-0.9544641894239961,90.2405,0,0,2022.0,2.0,25,0,171.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,4,1,4,2,0
ORD-00770,CUST-0173,Dr. Austin Lopez MD,russell44@example.net,0.24469312215547917,Male,Argentina,,PRD-3413,USB Hub,Electronics,0.038028005566683086,2.0499054733821156,-0.9887929897294574,2.0705351420345646,Bank Transfer,Overnight,Delivered,5.0,,0,,,957.87,0,0,,,,0,,,,,,2,1,0,0,2
ORD-00463,CUST-0395,Matthew Smith,robinmontoya@example.org,0.4734257872364215,Other,Argentina,2023-07-14,PRD-9512,Smartwatch,Electronics,-1.3704166450512134,3.4496499339276587,-0.9887929897294574,0.7690551019469524,Debit Card,Express,Delivered,4.0,2023-07,0,0.12978181127882277,0.5374754436602743,1453.1197,0,0,2023.0,3.0,28,0,559.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,2,2,0,3,0
ORD-00384,CUST-0337,Amanda Smith,rodriguezamy@example.net,0.015960457074536867,Other,Germany,2023-05-26,PRD-3484,Hoodie,Clothing,1.4464726561845795,3.4496499339276587,0.6094715410832433,5.096026167906587,Cash On Delivery,Free Shipping,Delivered,5.0,2023-05,1,-0.4414988664987464,0.5374754436602743,1235.151745,0,0,2023.0,2.0,21,0,510.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,2,4,1,1
ORD-00507,CUST-0212,Hannah Newman,arnoldpaul@example.net,-1.1277028683301746,Male,Colombia,2023-12-29,PRD-3484,Hoodie,Clothing,-0.6661943197422652,-0.4027365937856402,-0.9887929897294574,-0.3972362917958369,Paypal,Express,Unknown,5.0,2023-12,0,1.5579835057227458,0.5374754436602743,90.09,0,0,2023.0,4.0,52,0,727.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,1,1,3,4,0
ORD-00484,CUST-0076,Jeffery Melendez,xcontreras@example.org,-0.06028376461911057,Other,USA,2023-02-15,PRD-2638,Machine Learning Guide,Books,-0.6661943197422652,-0.57285404984919,-0.45603814612522386,-0.5102702157484389,Cash On Delivery,Standard,Delivered,,2023-02,1,-1.2984198831651002,-0.45715097839590596,28.405,0,0,2023.0,1.0,7,0,410.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,2,7,1,3
ORD-00169,CUST-0350,Audrey Case,Unknown,1.083379560785601,Female,USA,2022-07-12,PRD-4492,Cap,Clothing,1.4464726561845795,-0.586618329813129,1.6749812282917105,-0.47632201547889375,Credit Card,Express,Delivered,5.0,2022-07,1,0.12978181127882277,-0.9544641894239961,18.7725,0,0,2022.0,3.0,28,0,192.0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,0,7,2,0
ORD-00060,CUST-0194,Alan Wilson,Unknown,0.015960457074536867,Female,Brazil,2022-11-12,PRD-8866,T-Shirt,Clothing,-0.6661943197422652,-0.48419173722726677,1.6749812282917105,-0.478115513948029,Paypal,Standard,Cancelled,,2022-11,1,1.272343166833961,1.0347886546883645,45.9525,0,1,2022.0,4.0,45,1,315.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,0,1,4,3
ORD-00024,CUST-0014,Kimberly Gray,Unknown,0.015960457074536867,Female,Brazil,2022-11-30,PRD-4411,Blender,Home & Kitchen,1.4464726561845795,-0.3701771471358297,-0.45603814612522386,-0.12010985592703882,Credit Card,Unknown,Processing,4.0,2022-11,1,1.272343166833961,-0.45715097839590596,96.5295,0,0,2022.0,4.0,48,0,333.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,3,0,1,2,4
ORD-00346,CUST-0250,William Graham,browndarryl@example.org,-1.5089239767984117,Male,Brazil,2022-08-07,PRD-2122,Coffee Maker,Home & Kitchen,1.4464726561845795,-0.02700284051951115,0.07671669747900971,0.3572287308870667,Debit Card,Standard,Delivered,5.0,2022-08,1,0.41542215016760736,1.5321018657164545,200.727,0,0,2022.0,3.0,31,1,218.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,1,1,3,3
ORD-00345,CUST-0368,Melanie Myers,joe43@example.net,-0.136527986312758,Other,Germany,2023-07-12,PRD-7329,Air Fryer,Home & Kitchen,0.7422503308756314,-0.18315817275927068,-0.45603814612522386,0.021827567109382152,Bank Transfer,Express,Shipped,5.0,2023-07,1,0.12978181127882277,-0.45715097839590596,159.391,0,0,2023.0,3.0,28,0,557.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,3,2,4,0,0
ORD-00050,CUST-0050,Jennifer Thomas,Unknown,1.1596237824792484,Male,Brazil,2022-10-12,PRD-2638,Machine Learning Guide,Books,1.4464726561845795,-0.6249717752157269,-0.9887929897294574,-0.5098212684943514,Debit Card,Overnight,Delivered,5.0,2022-10,0,0.9867028279451765,-0.45715097839590596,11.459999999999999,0,0,2022.0,4.0,41,0,284.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,1,1,3,2
ORD-01287,CUST-0211,Jacob Knight,ericperez@example.org,-0.7464817598619374,Female,Germany,2022-09-20,PRD-3639,Sneakers,Clothing,0.038028005566683086,-0.4028496474198409,1.1422263846874767,-0.36430738503684756,Debit Card,Free Shipping,Delivered,5.0,2022-09,1,0.7010624890563919,-0.9544641894239961,72.04,0,0,2022.0,3.0,38,0,262.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1,0,4,3,1
ORD-01023,CUST-0226,Amanda Townsend,savannahholloway@example.org,1.617089112641133,Male,Spain,2022-10-15,PRD-6586,Lamp,Home & Kitchen,1.4464726561845795,-0.5244105675941768,-0.9887929897294574,-0.34682592869401185,Debit Card,Express,Cancelled,4.0,2022-10,0,0.9867028279451765,1.0347886546883645,47.04,0,1,2022.0,4.0,41,1,287.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3,1,6,3,0
ORD-00755,CUST-0200,William Moore,Unknown,0.0922046787681843,Other,Mexico,2023-01-18,PRD-9948,Jacket,Clothing,0.038028005566683086,-0.41641608352392867,0.6094715410832433,-0.3631460775989784,Credit Card,Unknown,Delivered,5.0,2023-01,1,-1.5840602220538849,-0.45715097839590596,72.46249999999999,0,0,2023.0,1.0,3,0,382.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,2,5,2,4
ORD-00515,CUST-0128,Sarah Taylor,julie28@example.com,1.3121122258665432,Other,Colombia,2023-01-18,PRD-1122,Bicycle Helmet,Sports,-0.6661943197422652,-0.5587223455740986,0.6094715410832433,-0.5079613441559888,Cash On Delivery,Overnight,Delivered,5.0,2023-01,1,-1.5840602220538849,-0.45715097839590596,29.665,0,0,2023.0,1.0,3,0,382.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,4,2,3,1,2
ORD-00221,CUST-0273,Christine Chan,Unknown,-1.5851681984920594,Female,Canada,2022-11-16,PRD-1055,Laptop,Electronics,0.7422503308756314,1.0560227117149406,0.6094715410832433,1.326142113564281,Cash On Delivery,Standard,Shipped,4.0,2022-11,1,1.272343166833961,-0.45715097839590596,515.287,0,0,2022.0,4.0,46,0,319.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,2,0,2,1,3
ORD-01069,CUST-0321,Melissa Crawford,bullockryan@example.net,0.015960457074536867,Female,Canada,2022-07-24,PRD-2638,Machine Learning Guide,Books,0.038028005566683086,-0.5492258403012373,0.6094715410832433,-0.4729315474916472,Paypal,Free Shipping,Delivered,4.0,2022-07,1,0.12978181127882277,1.5321018657164545,32.521,0,0,2022.0,3.0,29,1,204.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,2,4,1
ORD-01161,CUST-0326,Jonathan Shields,sawyerdarren@example.com,0.015960457074536867,Male,Colombia,2022-08-16,PRD-9948,Jacket,Clothing,1.4464726561845795,-0.3488948004975421,-0.9887929897294574,-0.062339964624279307,Credit Card,Express,Unknown,4.0,2022-08,0,0.41542215016760736,-0.9544641894239961,109.14000000000001,0,0,2022.0,3.0,33,0,227.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1,1,3,2,0
ORD-00066,CUST-0186,Allen Bennett,Unknown,0.015960457074536867,Female,Canada,2023-06-27,PRD-8929,Running Shoes,Sports,-1.3704166450512134,-0.14658532209533423,1.6749812282917105,-0.43813630286209415,Debit Card,Overnight,Returned,,2023-06,1,-0.15585852760996183,-0.9544641894239961,135.54,1,0,2023.0,2.0,26,0,542.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,4,0,2,3,2
ORD-00430,CUST-0342,Christopher Ellis,pwalker@example.com,0.015960457074536867,Female,Mexico,2023-11-28,PRD-2758,Tablet,Electronics,-0.6661943197422652,-0.4783977384744794,1.6749812282917105,-0.4752981408739084,Credit Card,Overnight,Shipped,,2023-11,1,1.272343166833961,-0.9544641894239961,47.49,0,0,2023.0,4.0,48,0,696.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,2,0,5,2,2
ORD-00479,CUST-0280,Thomas Hartman,bryanking@example.org,0.015960457074536867,Male,Spain,2023-01-29,PRD-4492,Cap,Clothing,0.7422503308756314,-0.3425637969823012,-0.45603814612522386,-0.17453646451517518,Debit Card,Standard,Delivered,5.0,2023-01,1,-1.5840602220538849,1.5321018657164545,105.811,0,0,2023.0,1.0,4,1,393.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,1,6,3,3
ORD-00637,CUST-0172,Ashley Dennis,Unknown,-1.7376566418793542,Other,USA,2023-05-29,PRD-9229,Headphones,Electronics,-0.6661943197422652,1.8336056077475673,0.07671669747900971,0.891180024551049,Paypal,Overnight,Shipped,5.0,2023-05,1,-0.4414988664987464,-1.4517774004520863,793.206,0,0,2023.0,2.0,22,0,513.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,2,2,7,4,2
ORD-00994,CUST-0306,Cody Elliott,churchsara@example.org,0.16844890046183172,Female,Brazil,2022-05-20,PRD-2638,Machine Learning Guide,Books,1.4464726561845795,-0.6318115200848712,0.07671669747900971,-0.5250488263778907,Bank Transfer,Free Shipping,Delivered,3.0,2022-05,1,-0.4414988664987464,0.5374754436602743,8.136,0,0,2022.0,2.0,20,0,139.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,1,0,1
