order_id,customer_id,customer_name,customer_email,age,gender,country,order_date,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,payment_method,shipping_method,order_status,rating,month,is_discounted,order_month,order_dayofweek,revenue_per_unit,is_returned,is_cancelled,year,quarter,week_of_year,is_weekend,days_since_start,month_sin,month_cos,day_sin,day_cos
ORD-00429,CUST-0005,Amber Sanchez,Unknown,46.0,Female,Argentina,2023-02-02,PRD-9512,Smartwatch,Electronics,1,583.22,5,554.059,Debit Card,Express,Processing,5.0,2023-02,1,2.0,3.0,554.059,0,0,2023.0,1.0,5,0,397.0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
ORD-01409,CUST-0196,Stephen Price,turnertyler@example.com,42.0,Other,Argentina,2022-12-10,PRD-4411,Blender,Home & Kitchen,2,133.19,20,213.104,Paypal,Express,Cancelled,,2022-12,1,12.0,5.0,106.552,0,1,2022.0,4.0,49,1,343.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
ORD-01293,CUST-0196,Michael Lewis,farmerjustin@example.com,48.0,Male,Germany,2022-05-23,PRD-1566,Yoga Mat,Sports,3,74.69,0,224.07,Cash On Delivery,Free Shipping,Delivered,4.0,2022-05,0,5.0,0.0,74.69,0,0,2022.0,2.0,21,0,142.0,0.49999999999999994,-0.8660254037844387,0.0,1.0
ORD-00317,CUST-0282,Ana Clements,Unknown,37.0,Male,Spain,2023-03-05,PRD-8117,Cookware Set,Home & Kitchen,3,259.77,5,740.3444999999999,Paypal,Express,Processing,,2023-03,1,3.0,6.0,246.78149999999997,0,0,2023.0,1.0,9,1,428.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
ORD-00031,CUST-0215,Vickie Fitzgerald,rsolomon@example.com,33.0,Male,Argentina,2023-07-04,PRD-3710,Protein Powder,Sports,1,66.49,0,66.49,Paypal,Free Shipping,Delivered,4.0,2023-07,0,7.0,1.0,66.49,0,0,2023.0,3.0,27,0,549.0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
ORD-00969,CUST-0360,Cindy Vargas,keith59@example.org,52.0,Male,Canada,2023-05-24,PRD-7809,SQL Mastery,Books,4,25.89,10,93.204,Debit Card,Express,Delivered,,2023-05,1,5.0,2.0,23.301,0,0,2023.0,2.0,21,0,508.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
ORD-00307,CUST-0275,Barbara Richards,Unknown,40.0,Male,Colombia,2022-05-24,PRD-2638,Machine Learning Guide,Books,1,35.61,20,28.488,Credit Card,Overnight,Delivered,4.0,2022-05,1,5.0,1.0,28.488,0,0,2022.0,2.0,21,0,143.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
ORD-00937,CUST-0369,Lisa Kirk,eric27@example.org,40.0,Male,Germany,2022-06-21,PRD-9229,Headphones,Electronics,3,1302.85,10,3517.695,Paypal,Unknown,Shipped,4.0,2022-06,1,6.0,1.0,1172.565,0,0,2022.0,2.0,25,0,171.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
ORD-00579,CUST-0187,Michelle Lee,savannahperez@example.org,46.0,Male,Mexico,2023-10-10,PRD-2638,Machine Learning Guide,Books,2,945.7944933759596,25,1418.6917400639395,Credit Card,Free Shipping,Cancelled,,2023-10,1,10.0,1.0,709.3458700319698,0,1,2023.0,4.0,41,0,647.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
ORD-00340,CUST-0217,Christopher Lambert,Unknown,63.0,Male,Germany,2023-12-25,PRD-2122,Coffee Maker,Home & Kitchen,5,270.97,0,1354.85,Credit Card,Standard,Processing,,2023-12,0,12.0,0.0,270.96999999999997,0,0,2023.0,4.0,52,0,723.0,-2.4492935982947064e-16,1.0,0.0,1.0
ORD-00480,CUST-0019,Kelly Humphrey,Unknown,51.0,Female,Mexico,2022-12-24,PRD-9948,Jacket,Clothing,1,119.33,0,119.33,Cash On Delivery,Free Shipping,Delivered,,2022-12,0,12.0,5.0,119.33,0,0,2022.0,4.0,51,1,357.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
ORD-00678,CUST-0026,Christopher Davis,austinallen@example.com,49.0,Female,Mexico,2023-09-25,PRD-3568,Dress,Clothing,3,86.46,15,220.473,Cash On Delivery,Express,Delivered,,2023-09,1,9.0,0.0,73.491,0,0,2023.0,3.0,39,0,632.0,-1.0,-1.8369701987210297e-16,0.0,1.0
ORD-00608,CUST-0292,Zachary Roberts,Unknown,41.0,Other,Germany,2023-09-23,PRD-9948,Jacket,Clothing,5,23.94,10,107.73,Debit Card,Express,Delivered,,2023-09,1,9.0,5.0,21.546,0,0,2023.0,3.0,38,1,630.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
ORD-00372,CUST-0346,Jessica Middleton,josephwilson@example.net,23.0,Other,Canada,2022-12-08,PRD-9512,Smartwatch,Electronics,3,1205.97,0,3617.91,Cash On Delivery,Free Shipping,Cancelled,5.0,2022-12,0,12.0,3.0,1205.97,0,1,2022.0,4.0,49,0,341.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
ORD-00469,CUST-0227,Robert Park,adamfarmer@example.com,42.0,Female,Brazil,2023-12-06,PRD-3484,Hoodie,Clothing,5,29.44,0,147.20000000000002,Cash On Delivery,Express,Cancelled,4.0,2023-12,0,12.0,2.0,29.440000000000005,0,1,2023.0,4.0,49,0,704.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
ORD-00276,CUST-0068,Derek Neal,vargasdavid@example.com,42.0,Other,USA,2022-11-22,PRD-1055,Laptop,Electronics,2,830.7,25,1246.0500000000002,Debit Card,Free Shipping,Cancelled,3.0,2022-11,1,11.0,1.0,623.0250000000001,0,1,2022.0,4.0,47,0,325.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
ORD-01048,CUST-0311,Christopher Cain,seanmitchell@example.org,28.0,Female,Canada,2023-06-07,PRD-4145,Python for Beginners,Books,5,18.26,20,73.04,Credit Card,Standard,Delivered,5.0,2023-06,1,6.0,2.0,14.608,0,0,2023.0,2.0,23,0,522.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
ORD-00933,CUST-0265,Amanda Carpenter,carlos65@example.net,46.0,Male,Argentina,2022-02-08,PRD-2758,Tablet,Electronics,2,918.55,10,1653.39,Paypal,Overnight,Delivered,3.0,2022-02,1,2.0,1.0,826.695,0,0,2022.0,1.0,6,0,38.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
ORD-00702,CUST-0133,Elaine Mccarthy,lrussell@example.org,22.0,Male,Germany,2022-11-28,PRD-4411,Blender,Home & Kitchen,3,131.09,0,393.27,Debit Card,Overnight,Processing,2.0,2022-11,0,11.0,0.0,131.09,0,0,2022.0,4.0,48,0,331.0,-0.5000000000000004,0.8660254037844384,0.0,1.0
ORD-00487,CUST-0022,Rebecca Moreno,Unknown,42.0,Male,Argentina,2023-05-28,PRD-7809,SQL Mastery,Books,3,22.98,20,55.152,Debit Card,Standard,Processing,,2023-05,1,5.0,6.0,18.384,0,0,2023.0,2.0,21,1,512.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
ORD-01173,CUST-0211,Samantha Wilson,asims@example.net,55.0,Male,Colombia,2023-08-13,PRD-1566,Yoga Mat,Sports,1,139.57,0,139.57,Cash On Delivery,Express,Delivered,5.0,2023-08,0,8.0,6.0,139.57,0,0,2023.0,3.0,32,1,589.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
ORD-01390,CUST-0347,Tyler Lopez,rwilliams@example.org,34.0,Male,Spain,2022-01-23,PRD-3710,Protein Powder,Sports,4,57.9,10,208.44,Paypal,Free Shipping,Delivered,,2022-01,1,1.0,6.0,52.11,0,0,2022.0,1.0,3,1,22.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
ORD-00840,CUST-0311,Elijah Lopez,jessica94@example.org,56.0,Other,Canada,2022-11-19,PRD-2122,Coffee Maker,Home & Kitchen,4,1453.1197,5,5521.85486,Credit Card,Unknown,Delivered,,2022-11,1,11.0,5.0,1380.463715,0,0,2022.0,4.0,46,1,322.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
ORD-01363,CUST-0126,Antonio Beard,robert97@example.net,57.0,Male,USA,2023-02-15,PRD-3639,Sneakers,Clothing,1,15.58,20,12.464,Paypal,Free Shipping,Delivered,3.0,2023-02,1,2.0,2.0,12.464,0,0,2023.0,1.0,7,0,410.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
ORD-00100,CUST-0084,Raymond Gaines,grosario@example.com,34.0,Other,Colombia,2023-03-07,PRD-1122,Bicycle Helmet,Sports,1,53.02,10,47.718,Cash On Delivery,Unknown,Shipped,2.0,2023-03,1,3.0,1.0,47.718,0,0,2023.0,1.0,10,0,430.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
ORD-00847,CUST-0056,James Mckee,roberttodd@example.net,22.0,Male,Germany,2022-06-21,PRD-8929,Running Shoes,Sports,4,94.99,5,360.962,Credit Card,Express,Processing,5.0,2022-06,1,6.0,1.0,90.2405,0,0,2022.0,2.0,25,0,171.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
ORD-00770,CUST-0173,Dr. Austin Lopez MD,russell44@example.net,45.0,Male,Argentina,,PRD-3413,USB Hub,Electronics,3,957.87,0,2873.61,Bank Transfer,Overnight,Delivered,5.0,,0,,,957.87,0,0,,,,0,,,,,
ORD-00463,CUST-0395,Matthew Smith,robinmontoya@example.org,48.0,Other,Argentina,2023-07-14,PRD-9512,Smartwatch,Electronics,1,1453.1197,0,1453.1197,Debit Card,Express,Delivered,4.0,2023-07,0,7.0,4.0,1453.1197,0,0,2023.0,3.0,28,0,559.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
ORD-00384,CUST-0337,Amanda Smith,rodriguezamy@example.net,42.0,Other,Germany,2023-05-26,PRD-3484,Hoodie,Clothing,5,1453.1197,15,6175.758725,Cash On Delivery,Free Shipping,Delivered,5.0,2023-05,1,5.0,4.0,1235.151745,0,0,2023.0,2.0,21,0,510.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
ORD-00507,CUST-0212,Hannah Newman,arnoldpaul@example.net,27.0,Male,Colombia,2023-12-29,PRD-3484,Hoodie,Clothing,2,90.09,0,180.18,Paypal,Express,Unknown,5.0,2023-12,0,12.0,4.0,90.09,0,0,2023.0,4.0,52,0,727.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
ORD-00484,CUST-0076,Jeffery Melendez,xcontreras@example.org,41.0,Other,USA,2023-02-15,PRD-2638,Machine Learning Guide,Books,2,29.9,5,56.81,Cash On Delivery,Standard,Delivered,,2023-02,1,2.0,2.0,28.405,0,0,2023.0,1.0,7,0,410.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
ORD-00169,CUST-0350,Audrey Case,Unknown,56.0,Female,USA,2022-07-12,PRD-4492,Cap,Clothing,5,25.03,25,93.8625,Credit Card,Express,Delivered,5.0,2022-07,1,7.0,1.0,18.7725,0,0,2022.0,3.0,28,0,192.0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
ORD-00060,CUST-0194,Alan Wilson,Unknown,42.0,Female,Brazil,2022-11-12,PRD-8866,T-Shirt,Clothing,2,61.27,25,91.905,Paypal,Standard,Cancelled,,2022-11,1,11.0,5.0,45.9525,0,1,2022.0,4.0,45,1,315.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
ORD-00024,CUST-0014,Kimberly Gray,Unknown,42.0,Female,Brazil,2022-11-30,PRD-4411,Blender,Home & Kitchen,5,101.61,5,482.6475,Credit Card,Unknown,Processing,4.0,2022-11,1,11.0,2.0,96.5295,0,0,2022.0,4.0,48,0,333.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
ORD-00346,CUST-0250,William Graham,browndarryl@example.org,22.0,Male,Brazil,2022-08-07,PRD-2122,Coffee Maker,Home & Kitchen,5,223.03,10,1003.635,Debit Card,Standard,Delivered,5.0,2022-08,1,8.0,6.0,200.727,0,0,2022.0,3.0,31,1,218.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
ORD-00345,CUST-0368,Melanie Myers,joe43@example.net,40.0,Other,Germany,2023-07-12,PRD-7329,Air Fryer,Home & Kitchen,4,167.78,5,637.564,Bank Transfer,Express,Shipped,5.0,2023-07,1,7.0,2.0,159.391,0,0,2023.0,3.0,28,0,557.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
ORD-00050,CUST-0050,Jennifer Thomas,Unknown,57.0,Male,Brazil,2022-10-12,PRD-2638,Machine Learning Guide,Books,5,11.46,0,57.3,Debit Card,Overnight,Delivered,5.0,2022-10,0,10.0,2.0,11.459999999999999,0,0,2022.0,4.0,41,0,284.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
ORD-01287,CUST-0211,Jacob Knight,ericperez@example.org,32.0,Female,Germany,2022-09-20,PRD-3639,Sneakers,Clothing,3,90.05,20,216.12,Debit Card,Free Shipping,Delivered,5.0,2022-09,1,9.0,1.0,72.04,0,0,2022.0,3.0,38,0,262.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
ORD-01023,CUST-0226,Amanda Townsend,savannahholloway@example.org,63.0,Male,Spain,2022-10-15,PRD-6586,Lamp,Home & Kitchen,5,47.04,0,235.2,Debit Card,Express,Cancelled,4.0,2022-10,0,10.0,5.0,47.04,0,1,2022.0,4.0,41,1,287.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
ORD-00755,CUST-0200,William Moore,Unknown,43.0,Other,Mexico,2023-01-18,PRD-9948,Jacket,Clothing,3,85.25,15,217.3875,Credit Card,Unknown,Delivered,5.0,2023-01,1,1.0,2.0,72.46249999999999,0,0,2023.0,1.0,3,0,382.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
ORD-00515,CUST-0128,Sarah Taylor,julie28@example.com,59.0,Other,Colombia,2023-01-18,PRD-1122,Bicycle Helmet,Sports,2,34.9,15,59.33,Cash On Delivery,Overnight,Delivered,5.0,2023-01,1,1.0,2.0,29.665,0,0,2023.0,1.0,3,0,382.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
ORD-00221,CUST-0273,Christine Chan,Unknown,21.0,Female,Canada,2022-11-16,PRD-1055,Laptop,Electronics,4,606.22,15,2061.148,Cash On Delivery,Standard,Shipped,4.0,2022-11,1,11.0,2.0,515.287,0,0,2022.0,4.0,46,0,319.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
ORD-01069,CUST-0321,Melissa Crawford,bullockryan@example.net,42.0,Female,Canada,2022-07-24,PRD-2638,Machine Learning Guide,Books,3,38.26,15,97.563,Paypal,Free Shipping,Delivered,4.0,2022-07,1,7.0,6.0,32.521,0,0,2022.0,3.0,29,1,204.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
ORD-01161,CUST-0326,Jonathan Shields,sawyerdarren@example.com,42.0,Male,Colombia,2022-08-16,PRD-9948,Jacket,Clothing,5,109.14,0,545.7,Credit Card,Express,Unknown,4.0,2022-08,0,8.0,1.0,109.14000000000001,0,0,2022.0,3.0,33,0,227.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
ORD-00066,CUST-0186,Allen Bennett,Unknown,42.0,Female,Canada,2023-06-27,PRD-8929,Running Shoes,Sports,1,180.72,25,135.54,Debit Card,Overnight,Returned,,2023-06,1,6.0,1.0,135.54,1,0,2023.0,2.0,26,0,542.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
ORD-00430,CUST-0342,Christopher Ellis,pwalker@example.com,42.0,Female,Mexico,2023-11-28,PRD-2758,Tablet,Electronics,2,63.32,25,94.98,Credit Card,Overnight,Shipped,,2023-11,1,11.0,1.0,47.49,0,0,2023.0,4.0,48,0,696.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
ORD-00479,CUST-0280,Thomas Hartman,bryanking@example.org,42.0,Male,Spain,2023-01-29,PRD-4492,Cap,Clothing,4,111.38,5,423.244,Debit Card,Standard,Delivered,5.0,2023-01,1,1.0,6.0,105.811,0,0,2023.0,1.0,4,1,393.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
ORD-00637,CUST-0172,Ashley Dennis,Unknown,19.0,Other,USA,2023-05-29,PRD-9229,Headphones,Electronics,2,881.34,10,1586.412,Paypal,Overnight,Shipped,5.0,2023-05,1,5.0,0.0,793.206,0,0,2023.0,2.0,22,0,513.0,0.49999999999999994,-0.8660254037844387,0.0,1.0
ORD-00994,CUST-0306,Cody Elliott,churchsara@example.org,44.0,Female,Brazil,2022-05-20,PRD-2638,Machine Learning Guide,Books,5,9.04,10,40.68,Bank Transfer,Free Shipping,Delivered,3.0,2022-05,1,5.0,4.0,8.136,0,0,2022.0,2.0,20,0,139.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
ORD-01031,CUST-0206,Tina Ferguson,timsanchez@example.net,53.0,Female,Colombia,2022-04-29,PRD-3710,Protein Powder,Sports,3,78.75,25,177.1875,Cash On Delivery,Express,Returned,5.0,2022-04,1,4.0,4.0,59.0625,1,0,2022.0,2.0,17,0,118.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
ORD-00938,CUST-0209,James Davidson,hendrickslisa@example.com,26.0,Other,Colombia,2022-11-08,PRD-7809,SQL Mastery,Books,2,33.77,0,67.54,Bank Transfer,Overnight,Returned,5.0,2022-11,0,11.0,1.0,33.77,1,0,2022.0,4.0,45,0,311.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
ORD-00813,CUST-0115,Patrick Anderson,jeremy87@example.org,42.0,Female,Mexico,2023-07-21,PRD-3568,Dress,Clothing,1,17.41,25,13.0575,Debit Card,Unknown,Delivered,5.0,2023-07,1,7.0,4.0,13.0575,0,0,2023.0,3.0,29,0,566.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
ORD-00683,CUST-0069,Rachel Miller,vholmes@example.org,50.0,Male,USA,2023-11-09,PRD-3710,Protein Powder,Sports,4,155.58,15,528.972,Credit Card,Express,Shipped,5.0,2023-11,1,11.0,3.0,132.243,0,0,2023.0,4.0,45,0,677.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
ORD-00240,CUST-0160,Sheri Armstrong,randyedwards@example.net,54.0,Female,Mexico,2023-06-17,PRD-7329,Air Fryer,Home & Kitchen,2,183.57,5,348.783,Credit Card,Standard,Delivered,,2023-06,1,6.0,5.0,174.3915,0,0,2023.0,2.0,24,1,532.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
ORD-00124,CUST-0336,Amy Freeman,Unknown,41.0,Other,Spain,2023-07-05,PRD-4145,Python for Beginners,Books,1,36.79,5,34.9505,Debit Card,Standard,Shipped,5.0,2023-07,1,7.0,2.0,34.9505,0,0,2023.0,3.0,27,0,550.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
ORD-00644,CUST-0102,Garrett Morgan,nicolas83@example.org,26.0,Other,Spain,2023-08-18,PRD-3639,Sneakers,Clothing,1,68.59,20,54.87200000000001,Credit Card,Express,Returned,4.0,2023-08,1,8.0,4.0,54.87200000000001,1,0,2023.0,3.0,33,0,594.0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
ORD-00077,CUST-0120,Kenneth Sanchez,Unknown,58.0,Other,Brazil,2023-05-16,PRD-1055,Laptop,Electronics,4,350.08,25,1050.24,Debit Card,Overnight,Delivered,4.0,2023-05,1,5.0,1.0,262.56,0,0,2023.0,2.0,20,0,500.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
ORD-00846,CUST-0160,James Boyd,monroesherry@example.org,46.0,Male,Argentina,2022-06-16,PRD-3639,Sneakers,Clothing,1,69.98,0,69.98,Cash On Delivery,Express,Delivered,5.0,2022-06,0,6.0,3.0,69.98,0,0,2022.0,2.0,24,0,166.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
ORD-01275,CUST-0391,Jessica Wong,dheath@example.com,26.0,Male,Mexico,2023-03-17,PRD-1566,Yoga Mat,Sports,1,168.74,15,143.429,Credit Card,Standard,Delivered,5.0,2023-03,1,3.0,4.0,143.429,0,0,2023.0,1.0,11,0,440.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
ORD-00782,CUST-0304,Cassandra White,bendermichael@example.net,35.0,Male,Spain,2023-04-09,PRD-8866,T-Shirt,Clothing,1,42.54,10,38.286,Credit Card,Overnight,Cancelled,4.0,2023-04,1,4.0,6.0,38.286,0,1,2023.0,2.0,14,1,463.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
ORD-00052,CUST-0177,Angela Brown,Unknown,35.0,Female,Mexico,2022-06-20,PRD-8866,T-Shirt,Clothing,5,25.09,10,112.905,Credit Card,Standard,Shipped,,2022-06,1,6.0,0.0,22.581,0,0,2022.0,2.0,25,0,170.0,1.2246467991473532e-16,-1.0,0.0,1.0
ORD-00071,CUST-0024,George David,Unknown,25.0,Male,Mexico,2023-08-05,PRD-3484,Hoodie,Clothing,1,29.29,20,23.432,Cash On Delivery,Express,Shipped,5.0,2023-08,1,8.0,5.0,23.432,0,0,2023.0,3.0,31,1,581.0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
ORD-00434,CUST-0054,John Joseph,Unknown,21.0,Other,Colombia,2023-01-06,PRD-4148,Data Science Handbook,Books,2,41.78,0,83.56,Debit Card,Free Shipping,Shipped,5.0,2023-01,0,1.0,4.0,41.78,0,0,2023.0,1.0,1,0,370.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
ORD-01286,CUST-0398,Victor Figueroa,carrsusan@example.com,58.0,Male,Germany,2022-10-28,PRD-3710,Protein Powder,Sports,4,105.41,0,421.64,Paypal,Overnight,Delivered,5.0,2022-10,0,10.0,4.0,105.41,0,0,2022.0,4.0,43,0,300.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
ORD-00241,CUST-0205,Johnny Ruiz,Unknown,42.0,Other,Colombia,2022-01-25,PRD-2758,Tablet,Electronics,2,191.66,0,383.32,Debit Card,Standard,Delivered,4.0,2022-01,0,1.0,1.0,191.66,0,0,2022.0,1.0,4,0,24.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
ORD-00125,CUST-0256,Daniel Durham,Unknown,50.0,Female,Germany,2023-02-22,PRD-8929,Running Shoes,Sports,2,61.6,10,110.88,Credit Card,Free Shipping,Shipped,4.0,2023-02,1,2.0,2.0,55.44,0,0,2023.0,1.0,8,0,417.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
ORD-01102,CUST-0218,Jill Alexander,Unknown,53.0,Female,Mexico,2023-05-28,PRD-9512,Smartwatch,Electronics,5,1150.65,15,4890.2625,Debit Card,Overnight,Shipped,4.0,2023-05,1,5.0,6.0,978.0525,0,0,2023.0,2.0,21,1,512.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
